sqft,floors,bedrooms,price
1360,1.0,3,445000.0
4220,2.0,5,1575000.0
3780,2.0,4,549950.0
2610,1.5,4,294950.0
1980,3.0,3,736000.0
1290,1.0,3,214946.0
3620,2.0,5,856000.0
2680,1.0,2,775000.0
1200,1.0,3,205000.0
1992,1.5,2,429592.0
1640,1.0,4,414250.0
1920,1.0,4,399950.0
1840,1.0,3,319990.0
1310,1.0,3,524000.0
1050,1.5,2,349950.0
2570,1.5,4,889000.0
930,1.5,3,300000.0
730,1.0,1,395000.0
1270,3.0,2,348000.0
1150,1.0,2,830000.0
820,1.0,2,173000.0
3000,1.0,4,585000.0
2220,1.0,3,576750.0
2500,1.0,5,495000.0
1540,2.0,3,216650.0
2750,1.0,4,615000.0
3130,1.0,4,675000.0
1430,1.0,3,510000.0
2680,2.0,3,630000.0
3010,2.0,4,359950.0
1530,1.5,3,265000.0
1240,1.0,3,210000.0
2260,1.0,3,367000.0
2820,1.5,4,1075000.0
3560,1.0,3,756000.0
1630,1.0,3,203000.0
2880,2.0,4,535000.0
2200,2.0,3,525000.0
1620,1.0,3,347500.0
1480,2.5,3,620000.0
2250,2.0,4,645000.0
3540,2.0,4,2200000.0
1790,1.0,3,280000.0
1400,1.0,3,432000.0
2390,2.0,3,790000.0
2400,1.0,4,635000.0
2050,1.0,3,442000.0
2640,2.0,4,490000.0
2320,1.0,5,250000.0
2440,2.5,4,1325000.0
1260,1.0,3,120000.0
6240,1.0,5,2950000.0
1930,2.0,4,325000.0
1200,1.0,4,210000.0
970,1.0,1,215000.0
1810,1.0,3,387000.0
1380,1.5,3,408000.0
1470,1.0,3,410000.0
1010,1.0,3,216000.0
1010,1.0,3,390000.0
1340,1.0,3,357000.0
970,1.0,3,215000.0
1122,1.5,3,265000.0
1670,3.0,3,589950.0
2840,1.0,3,440000.0
770,1.0,2,248000.0
2040,2.0,3,730000.0
3052,2.0,4,425000.0
2620,2.0,3,680000.0
3120,2.0,5,341500.0
1100,1.0,2,395000.0
3410,1.5,4,1225000.0
2510,1.0,5,695500.0
1680,1.0,3,308000.0
1960,1.0,3,422500.0
1040,1.0,2,418000.0
1750,1.5,5,385000.0
2170,1.5,3,876650.0
1639,2.0,3,450000.0
2100,1.0,4,418800.0
880,2.0,2,330000.0
1940,1.0,3,550000.0
2490,1.0,4,270000.0
2060,2.0,3,978500.0
2720,2.0,4,975000.0
2180,1.0,3,455000.0
3600,2.0,4,1415000.0
840,1.0,2,220000.0
2370,2.0,3,490000.0
2270,2.0,4,420000.0
2720,2.0,4,408500.0
1140,1.5,3,716000.0
2460,2.0,4,965000.0
1240,1.0,3,357823.0
10040,2.0,5,7062500.0
1670,1.0,3,425000.0
2220,1.0,4,711777.0
980,1.0,3,335000.0
1890,1.5,4,825000.0
1100,1.5,2,210000.0
2770,2.0,2,575000.0
4250,2.0,4,1208000.0
1370,1.0,2,431500.0
1480,1.0,3,475000.0
3770,2.5,4,1495000.0
2870,2.0,6,540000.0
3820,2.0,3,775000.0
1530,1.0,3,635000.0
4120,1.0,3,1300000.0
1590,1.0,3,405000.0
1520,1.0,3,210000.0
2350,2.0,4,880000.0
1370,1.5,4,239000.0
1540,1.0,3,515000.0
3786,1.0,3,1379900.0
1500,2.0,4,215000.0
1750,1.0,6,315000.0
1800,1.0,3,442500.0
1180,1.0,2,311000.0
830,1.0,2,425000.0
1540,1.0,3,433500.0
1610,2.0,3,450000.0
1990,2.0,3,675000.0
2070,2.0,3,535000.0
1760,1.0,3,577000.0
1740,1.0,3,480000.0
1950,1.0,3,400000.0
1280,1.5,3,304000.0
1460,1.0,3,355000.0
3770,2.0,4,998000.0
2410,2.0,4,550000.0
2410,2.0,4,550000.0
1400,2.0,3,210000.0
2100,2.0,3,317000.0
5360,1.0,4,700000.0
1000,1.0,3,265000.0
3150,2.0,4,700000.0
4180,2.0,5,1020000.0
2840,1.0,4,1145000.0
2110,1.0,4,460000.0
1660,1.0,2,410000.0
2160,1.0,4,665000.0
2420,2.0,4,600000.0
1920,1.0,4,502000.0
2310,2.0,4,364950.0
2330,1.5,3,680000.0
2340,1.0,5,235500.0
2590,2.0,4,576000.0
1410,2.0,2,405000.0
2850,1.0,3,335000.0
730,1.0,2,122000.0
1470,1.0,3,432000.0
2330,1.0,4,375000.0
2460,1.0,4,276000.0
2080,1.5,3,450000.0
990,1.0,2,210000.0
1450,2.0,3,279000.0
1340,2.0,3,635000.0
2730,2.0,3,350000.0
1140,1.0,3,218000.0
1950,1.5,4,750000.0
2000,1.0,4,310597.0
900,1.0,3,355000.0
3390,2.0,5,735000.0
720,1.0,1,155000.0
940,1.0,3,354000.0
1770,1.0,3,415000.0
590,1.0,1,202000.0
1980,2.0,3,580000.0
3070,2.0,4,1495000.0
3500,2.0,4,790000.0
2100,2.0,3,499900.0
2620,1.0,4,525000.0
2810,2.0,4,810000.0
2290,1.0,4,425000.0
1350,1.0,3,241250.0
2770,1.0,4,318700.0
2530,1.5,4,720000.0
1280,1.5,3,291000.0
1060,1.0,3,420000.0
1000,1.0,2,210000.0
3870,2.0,3,645000.0
3370,1.5,5,762000.0
2290,1.0,4,247500.0
1670,2.0,3,282500.0
1460,1.0,3,395000.0
1770,1.0,3,295000.0
820,1.0,2,235000.0
1900,1.0,3,770000.0
1870,1.0,2,559950.0
1840,1.0,4,639000.0
1590,1.0,3,314950.0
1640,1.0,3,525000.0
3000,1.5,3,2400000.0
2160,1.0,3,820000.0
2490,2.0,3,1385000.0
1290,1.0,3,521450.0
3190,2.0,3,760750.0
1540,1.5,4,759600.0
2140,1.0,3,346150.0
980,1.0,2,390000.0
2450,2.0,5,359950.0
1360,1.5,3,430000.0
4610,2.0,4,960000.0
7480,2.0,7,800000.0
2860,2.0,3,1010000.0
1810,1.0,3,290000.0
2240,1.0,4,1350000.0
3610,2.0,3,777000.0
1450,1.5,2,526000.0
1450,2.0,3,550000.0
1820,1.0,3,276000.0
5620,2.0,5,2500000.0
2080,1.0,3,325000.0
1780,3.0,3,365000.0
4340,2.0,8,2150000.0
2860,2.0,4,825050.0
2540,1.0,3,690000.0
1140,1.5,4,390000.0
1320,3.0,3,385000.0
2040,2.0,3,619000.0
1790,1.0,4,494000.0
1910,1.0,3,412450.0
1460,2.0,3,580000.0
1420,1.0,3,269900.0
1790,1.5,4,704300.0
1390,2.0,3,267000.0
1880,1.0,4,310000.0
1570,2.0,3,227064.0
2690,2.0,3,925000.0
1670,1.0,3,245000.0
1040,1.0,3,339888.0
1560,1.0,4,439000.0
1470,1.0,2,400000.0
2070,1.5,3,560000.0
1370,1.0,2,703011.0
1120,1.0,2,363000.0
2640,2.0,4,650000.0
1030,1.0,3,299950.0
1120,1.0,3,228950.0
1730,1.0,4,465000.0
2090,2.0,3,725000.0
920,1.0,3,212500.0
2970,2.0,4,526000.0
1720,2.0,3,383000.0
1460,1.0,3,244000.0
1540,1.5,3,565000.0
2850,1.0,8,373000.0
1310,1.0,3,300000.0
2430,2.0,5,405000.0
1700,1.0,3,979000.0
2160,2.0,4,324888.0
860,1.0,3,445000.0
2050,2.0,3,761000.0
1650,1.0,4,435000.0
1570,1.0,3,252000.0
1660,1.5,3,350000.0
1220,1.0,3,875000.0
1220,1.0,3,940000.0
1780,1.0,3,280000.0
2180,2.0,3,450000.0
3520,2.5,3,905000.0
2220,2.0,3,382450.0
1610,1.0,3,246700.0
1070,1.0,3,220000.0
1060,1.0,3,555750.0
1160,1.0,3,262500.0
910,1.0,2,515000.0
2970,2.0,3,499500.0
790,1.0,1,135000.0
1540,2.0,2,462500.0
3130,1.0,4,937500.0
1470,1.0,3,458000.0
3160,1.5,4,845000.0
2675,2.0,3,660000.0
1340,1.0,3,265000.0
3830,2.5,9,599999.0
1800,2.0,3,280000.0
2990,2.0,3,1055000.0
3720,1.0,4,875000.0
920,1.0,3,125000.0
3280,2.0,4,634800.0
1440,1.0,4,269950.0
1940,1.0,3,359950.0
1590,1.0,3,417000.0
1340,1.0,2,389000.0
3770,2.0,4,1038000.0
2680,1.0,6,698000.0
2820,2.0,4,685000.0
1520,1.0,3,198500.0
2560,2.0,4,350000.0
3310,1.0,3,649950.0
1540,1.0,3,441000.0
1430,1.0,3,462600.0
2506,2.0,4,365070.0
2250,1.0,4,550000.0
2740,1.0,5,470000.0
1540,1.0,3,340000.0
4190,1.0,4,910000.0
1690,1.0,4,405000.0
1990,1.5,4,661000.0
2410,2.0,4,635000.0
1150,1.0,2,282000.0
1720,2.0,4,235000.0
1260,2.0,3,277500.0
2020,1.0,5,346500.0
2240,1.0,5,480000.0
1930,2.0,4,360000.0
1820,1.0,3,245000.0
1560,2.0,3,625000.0
2170,1.5,5,750500.0
1600,1.0,3,525000.0
3760,2.0,4,740000.0
1240,1.0,3,523000.0
1090,1.5,3,292000.0
2740,1.0,4,625000.0
3110,2.0,3,700000.0
1610,2.0,3,399950.0
1880,3.0,4,545000.0
1740,1.0,4,339999.0
3270,2.0,4,1210000.0
1990,2.0,3,545000.0
1960,1.0,4,260000.0
1680,1.0,3,526000.0
2910,2.0,4,701000.0
1500,1.0,3,290000.0
580,1.0,1,330600.0
2540,1.0,3,550500.0
950,1.0,2,430000.0
7080,2.0,4,4000000.0
810,1.0,2,260600.0
4080,2.0,5,825000.0
1820,1.0,4,378950.0
2650,2.0,4,435000.0
1670,2.0,3,631000.0
2480,2.0,3,415000.0
1240,1.0,3,222000.0
1390,1.0,3,245000.0
2880,2.0,3,720000.0
1060,1.0,3,215000.0
1070,1.0,2,579100.0
1640,1.5,4,522500.0
1510,1.0,3,489000.0
1230,1.5,3,240000.0
1510,1.0,3,420250.0
3180,2.0,4,523000.0
2260,1.0,4,628000.0
1920,2.0,4,320000.0
1980,2.0,3,359950.0
1200,1.0,2,232000.0
2020,1.0,4,810000.0
2010,1.5,4,245000.0
1930,1.0,3,273000.0
2710,1.0,5,1191000.0
1950,1.5,5,438000.0
2110,1.0,3,400000.0
1250,1.0,3,340000.0
1380,3.0,2,552000.0
2050,2.0,3,790000.0
1800,2.0,3,360000.0
1310,1.0,3,235000.0
1010,1.0,2,775000.0
1850,1.5,3,489200.0
1750,2.0,3,341000.0
2154,2.0,4,335000.0
1230,2.0,3,393500.0
1960,1.0,3,360000.0
1070,1.0,4,400800.0
1450,1.0,3,585000.0
3680,2.0,4,1600000.0
5760,2.0,4,2880500.0
1220,1.0,3,300000.0
2950,2.0,4,1045000.0
1340,2.0,3,360000.0
2870,2.0,4,665900.0
2590,1.5,4,470000.0
2090,1.0,4,581000.0
3000,1.0,6,527000.0
1730,1.0,4,423000.0
2850,1.5,4,875000.0
1020,1.0,3,410000.0
2200,2.0,3,606000.0
3240,2.0,3,654000.0
490,1.5,3,150000.0
2990,1.0,3,373000.0
2450,1.0,5,550000.0
1900,2.0,3,512500.0
2640,2.0,4,360000.0
1340,3.0,3,369000.0
3220,2.0,4,825000.0
930,1.0,3,255000.0
3240,1.0,4,1285000.0
2630,1.5,5,270000.0
1730,2.0,3,480680.0
2120,1.0,4,525000.0
880,1.5,3,291500.0
1800,1.0,4,305000.0
1600,1.0,3,285000.0
3280,2.0,3,1875000.0
3290,1.0,5,329500.0
2890,3.0,4,1570000.0
1730,1.0,3,379260.0
1590,2.0,3,356000.0
1710,1.0,4,571900.0
1995,2.0,3,271500.0
1300,1.0,3,390000.0
2720,1.0,3,550000.0
1360,2.0,2,755000.0
1590,2.0,2,509500.0
1200,1.0,2,486700.0
1170,1.5,2,527500.0
2010,1.5,5,475000.0
1880,2.0,3,268000.0
3250,2.0,3,562000.0
2270,1.0,4,780000.0
3680,2.0,9,700000.0
1880,1.0,3,710000.0
1050,1.0,3,445000.0
2250,1.0,3,729000.0
1689,3.0,3,384400.0
2860,1.0,6,815000.0
2710,3.0,4,865000.0
1770,1.0,3,514000.0
2820,1.0,4,615000.0
3400,1.0,4,865000.0
3110,2.0,4,755000.0
1480,1.0,4,425000.0
940,1.0,2,375000.0
2680,2.0,4,750000.0
3190,2.0,4,722000.0
1920,2.0,3,1011000.0
2610,2.0,3,725000.0
1040,1.0,3,170000.0
2880,1.0,4,845000.0
1450,2.0,3,271900.0
3902,3.0,6,1300000.0
2460,1.0,4,261500.0
2170,2.0,3,619500.0
1970,1.0,5,435000.0
1000,1.0,3,210000.0
1580,1.0,3,489950.0
2130,1.0,4,260000.0
1370,1.0,4,300000.0
2150,1.0,4,530000.0
1370,1.0,3,235000.0
1370,2.0,3,593500.0
3290,2.0,3,562000.0
3190,2.0,3,585000.0
4140,1.0,4,2400000.0
1690,1.0,3,199500.0
1690,1.5,5,544500.0
1430,1.0,3,394900.0
1980,2.0,4,912000.0
1490,2.0,3,260000.0
3620,1.0,5,858000.0
2720,1.0,4,1275000.0
1490,1.0,4,242150.0
1230,1.0,3,220000.0
1900,1.0,3,235000.0
1530,1.0,3,370000.0
2290,1.0,3,450000.0
2240,1.0,5,534950.0
3470,2.0,4,730000.0
3050,1.0,4,465000.0
1100,1.0,3,178000.0
1610,1.0,3,215000.0
1910,1.0,3,300000.0
1510,1.0,3,430000.0
1280,2.0,3,183000.0
1910,2.5,3,585000.0
1170,2.0,3,192950.0
1550,1.0,2,599000.0
1060,1.0,3,326500.0
1040,1.0,2,358803.0
1550,2.0,3,537000.0
2490,1.0,3,1155000.0
920,1.0,2,156000.0
1250,1.5,3,219000.0
2540,2.0,3,1190000.0
2190,1.0,5,248000.0
1340,1.0,3,340000.0
2410,1.0,5,899100.0
1830,1.0,3,346950.0
1850,2.0,3,330000.0
1410,1.0,3,325000.0
1460,1.0,3,315000.0
1500,2.0,3,649950.0
1130,1.5,3,316000.0
1620,2.0,2,386000.0
2330,1.0,2,535000.0
1520,3.0,3,600000.0
2840,2.0,4,339000.0
1520,1.0,3,167000.0
1740,1.0,3,430000.0
4000,2.0,4,688000.0
2780,1.0,3,834500.0
3500,1.0,4,1075000.0
1060,1.0,3,250000.0
1290,1.5,3,402500.0
2390,1.0,3,432500.0
2460,1.0,5,485000.0
2930,1.0,4,560000.0
2200,2.0,4,410000.0
1870,1.0,3,455000.0
2060,1.0,4,459500.0
1610,1.0,4,371000.0
2120,2.0,3,289500.0
1450,2.0,3,395000.0
1980,1.0,2,496752.0
860,1.0,2,227000.0
1460,1.0,3,330000.0
2590,1.0,5,480000.0
1120,1.0,2,290000.0
1340,1.5,3,281000.0
1780,1.5,4,705000.0
2920,1.5,4,1400000.0
2820,1.0,4,485000.0
1550,3.0,3,622000.0
1600,1.0,3,380000.0
3190,2.0,4,2125000.0
1960,1.0,3,561500.0
970,1.0,3,242000.0
1360,1.0,3,348500.0
1360,1.0,3,370000.0
3810,2.0,6,752000.0
1340,1.0,3,230000.0
1990,3.0,3,715000.0
1120,1.0,3,240415.0
2060,1.5,4,562000.0
1170,1.0,3,360000.0
1610,2.0,3,659950.0
1890,2.0,3,458500.0
1070,2.0,2,259950.0
1680,1.0,3,366000.0
2890,2.0,4,978000.0
1360,1.0,2,525000.0
1660,2.0,3,926300.0
1620,1.0,2,750000.0
960,1.0,2,660000.0
1000,1.5,4,305000.0
2395,1.0,2,800000.0
3050,1.0,4,600000.0
1120,1.5,2,435000.0
2960,2.0,4,1135000.0
1250,3.0,3,318000.0
1940,1.0,4,639000.0
1750,2.0,3,453000.0
2150,1.0,4,800000.0
1500,1.0,2,437000.0
3230,2.0,3,1150000.0
3000,2.0,4,490000.0
1520,1.0,4,499950.0
1190,1.0,3,160134.0
990,1.0,3,191000.0
1250,1.0,3,221000.0
2080,1.0,4,352800.0
1640,2.0,3,350000.0
1550,1.5,4,458000.0
1290,1.0,3,359950.0
3250,2.0,3,1050000.0
1260,1.0,3,353000.0
2840,3.0,3,717550.0
1960,2.0,3,450000.0
760,1.0,3,167500.0
2240,2.0,3,550000.0
2240,2.0,4,939000.0
1820,1.0,3,700000.0
3370,2.0,4,480000.0
1160,1.0,3,501000.0
1640,1.0,3,580000.0
820,1.0,1,527550.0
2800,2.0,4,399000.0
1780,1.5,3,240000.0
2200,1.0,4,353000.0
1480,1.0,4,335000.0
2010,2.0,3,475000.0
2880,1.5,3,660000.0
940,1.0,3,551000.0
1620,1.0,4,249950.0
4400,2.0,4,1150000.0
1530,1.0,3,575000.0
3460,1.0,4,1088890.0
2890,2.0,4,515000.0
1980,1.0,3,235000.0
1980,1.5,3,796000.0
1450,1.0,2,450000.0
4280,1.0,4,2050000.0
1810,2.0,4,270000.0
2490,2.0,3,1705000.0
1610,1.5,3,565000.0
1820,2.0,1,680000.0
9200,2.0,5,5570000.0
3520,2.0,4,864500.0
3740,1.0,4,1150000.0
2150,2.0,3,335000.0
3526,2.0,4,911000.0
1070,1.0,2,425000.0
1410,1.0,3,299950.0
3190,2.0,4,864000.0
1270,1.0,2,425000.0
1970,1.5,4,374950.0
1640,1.0,3,247000.0
1600,1.0,3,475000.0
3020,2.0,3,275000.0
1350,1.0,2,355000.0
1870,1.0,4,285000.0
2730,1.5,3,1338750.0
1100,1.0,2,325000.0
4320,2.0,5,1670000.0
2700,1.0,3,402000.0
3700,1.0,3,1100000.0
2190,1.0,4,375000.0
2840,1.0,5,396000.0
2610,1.0,4,320000.0
2630,2.0,3,610000.0
1090,1.0,3,249950.0
3090,2.0,4,675000.0
1670,1.0,2,448000.0
1300,2.0,3,819000.0
3670,1.0,3,1250000.0
1700,2.0,4,225000.0
2560,1.0,2,790000.0
2770,2.0,4,685000.0
3240,2.0,3,812000.0
2300,1.0,2,705000.0
2483,2.0,4,360000.0
760,3.0,1,344000.0
2040,2.0,4,825000.0
1200,1.0,3,476500.0
960,1.0,2,379500.0
2410,1.0,3,620000.0
2260,2.0,3,477590.0
1910,1.0,3,490000.0
1500,1.5,3,470000.0
1360,2.0,3,500000.0
1320,1.0,3,370000.0
1940,1.0,2,790000.0
2650,2.0,4,725000.0
3040,2.0,4,840000.0
1240,1.0,3,390000.0
2210,1.0,3,507000.0
1540,1.0,3,263500.0
1320,2.0,3,369000.0
3040,2.0,3,500000.0
910,1.0,2,570000.0
2040,1.0,4,284000.0
980,1.0,2,415000.0
980,1.5,3,197500.0
4420,2.0,4,925000.0
1570,1.0,3,468000.0
1600,1.5,3,355000.0
1830,1.0,4,639000.0
2820,2.0,3,720000.0
1800,1.0,3,381000.0
4380,2.0,3,1050000.0
2980,2.0,3,670000.0
1690,1.0,3,400000.0
4040,2.0,4,910000.0
1250,1.0,3,294000.0
1500,1.0,3,315001.0
1630,1.0,3,360000.0
1410,2.0,3,520000.0
1140,1.0,3,474000.0
3280,2.0,4,702000.0
3490,2.0,4,728000.0
2020,2.0,4,308000.0
4580,3.0,5,2000000.0
2270,2.0,3,340000.0
1310,1.0,2,306500.0
1420,1.5,3,716000.0
2980,2.0,4,950000.0
4180,2.0,5,673200.0
1950,1.0,4,564500.0
1790,1.0,4,393000.0
1400,1.0,5,425000.0
1320,1.0,3,150000.0
1620,1.0,4,327000.0
3120,2.0,4,444900.0
2100,2.0,4,305000.0
1370,3.0,3,469000.0
1520,1.0,3,525000.0
2410,1.0,3,330000.0
1260,1.0,4,618000.0
2830,1.0,4,295500.0
2064,2.0,3,567035.0
2640,1.0,4,518000.0
1020,1.0,2,303000.0
2200,2.0,4,300000.0
1420,1.0,3,413107.0
1350,1.5,3,400000.0
1290,1.0,3,535000.0
1680,1.0,4,555000.0
2280,2.0,3,312000.0
1840,1.5,3,785200.0
2040,1.0,4,749000.0
1490,1.0,3,285000.0
2440,2.0,4,425000.0
1930,1.0,3,360000.0
1200,1.0,3,260000.0
1550,1.0,3,369000.0
2180,1.0,4,275000.0
1430,3.0,3,407000.0
1230,1.0,2,575000.0
1670,2.0,3,1236000.0
2720,1.0,2,875000.0
2220,1.0,4,320000.0
1520,1.0,3,810000.0
1590,1.0,3,274000.0
1480,1.0,4,239900.0
1860,1.0,4,450000.0
1360,1.0,4,263400.0
1360,1.0,3,265000.0
2360,1.0,4,418000.0
2360,2.0,3,390000.0
1860,1.0,3,430000.0
2630,2.5,3,1442500.0
1280,1.0,2,297000.0
2330,2.0,4,650000.0
720,1.0,2,195000.0
3380,2.0,3,554000.0
3650,2.0,3,550000.0
1640,1.5,3,700000.0
1730,1.5,4,300000.0
1030,1.5,2,315000.0
1790,1.0,3,603000.0
840,1.0,2,530000.0
1300,1.0,3,397500.0
1240,1.5,3,221000.0
2170,1.0,4,466000.0
1330,2.0,3,197500.0
1390,2.0,3,280000.0
1240,1.0,2,412000.0
880,1.0,2,454000.0
2540,1.0,4,540000.0
2520,1.5,5,250000.0
2510,1.0,5,900000.0
2020,1.0,5,245000.0
2060,1.0,3,290000.0
930,1.0,2,160000.0
2700,1.5,2,1260000.0
1060,1.0,2,325000.0
670,1.0,2,185000.0
1750,1.0,3,477000.0
930,1.0,2,100000.0
2420,1.0,4,345000.0
2410,1.0,4,530000.0
1150,1.0,3,203000.0
2480,2.0,4,599000.0
1310,1.5,4,370000.0
1240,1.0,3,140000.0
1150,2.0,3,500000.0
1460,1.0,3,527200.0
3060,1.0,5,549900.0
3520,2.0,4,760000.0
960,1.0,2,319000.0
2430,2.0,3,362300.0
1930,1.0,3,421000.0
1090,1.5,3,690000.0
2790,1.0,3,640000.0
1650,1.0,4,238000.0
3740,2.0,3,789000.0
5310,2.0,6,1050000.0
1690,2.0,3,302500.0
1400,1.0,4,259950.0
1440,1.0,3,456000.0
1360,2.0,3,369950.0
1726,2.0,3,363750.0
2220,1.0,3,585000.0
1850,2.0,3,268000.0
2860,2.0,5,1200000.0
1120,1.0,3,345000.0
2340,2.0,4,539000.0
3760,2.0,5,851000.0
1920,2.0,3,900000.0
3230,2.0,3,850000.0
1260,1.0,3,390000.0
1540,1.0,3,345000.0
1700,2.0,3,534500.0
3600,2.0,6,643500.0
3150,1.5,3,1206500.0
1280,1.0,2,495000.0
980,1.0,2,535000.0
2190,2.0,4,435000.0
2470,2.0,4,305000.0
2590,2.0,4,799000.0
2580,2.0,4,700000.0
1270,2.0,3,467000.0
1250,1.0,3,263000.0
4660,2.0,4,760000.0
2019,2.0,4,293000.0
1490,1.0,3,245000.0
1560,1.0,2,181000.0
1030,1.0,3,240000.0
2560,1.0,4,880000.0
1460,1.0,3,285000.0
770,1.0,2,407500.0
1960,2.0,4,325000.0
1900,1.0,3,405000.0
1970,1.5,3,291700.0
2490,2.0,3,370000.0
1430,1.0,3,270000.0
2680,1.0,4,800000.0
1610,1.0,3,626500.0
4300,2.0,4,1130000.0
3200,2.0,4,399950.0
2140,1.0,3,419000.0
4240,2.0,4,1160000.0
3410,2.0,4,1405000.0
2090,2.0,4,710000.0
1410,1.0,3,650000.0
2820,2.0,4,369900.0
2770,2.0,4,641000.0
1400,1.0,3,403000.0
3620,2.0,3,1015000.0
2260,1.0,4,865000.0
3440,1.5,4,2485000.0
2150,2.0,4,810000.0
1256,3.0,3,316750.0
2220,2.0,4,652500.0
2850,1.0,6,360000.0
700,1.0,2,208000.0
3700,2.0,4,898000.0
1400,1.0,4,295000.0
3130,2.0,4,652500.0
2170,2.0,4,560000.0
1020,1.0,3,280000.0
1760,1.5,3,289950.0
1860,1.0,3,397500.0
1140,1.0,2,380000.0
1670,1.0,3,415900.0
1710,1.0,2,475000.0
500,1.0,1,125000.0
1470,1.0,3,238000.0
1370,1.0,4,296000.0
3470,1.5,6,475000.0
1650,1.5,3,390000.0
1180,1.0,3,425000.0
3110,1.5,6,725000.0
2080,1.0,3,605000.0
1600,2.0,3,302000.0
2380,2.0,3,886000.0
1630,1.0,4,540000.0
1910,2.0,4,435000.0
3140,2.0,4,409000.0
1250,1.0,3,405000.0
1990,2.0,3,560200.0
2110,1.0,4,324000.0
2490,2.0,4,390000.0
800,1.0,2,414000.0
2360,2.0,3,441500.0
1770,2.0,3,375000.0
2710,2.0,4,668500.0
1940,1.5,5,540000.0
3450,2.0,4,1035000.0
3440,2.0,4,1345000.0
2410,1.0,4,758000.0
2290,2.0,4,949880.0
1030,1.5,3,570000.0
2290,2.0,4,736000.0
1490,1.5,3,670000.0
2370,1.0,4,1130000.0
1930,1.5,4,650000.0
1600,1.0,2,690000.0
2240,2.0,4,610000.0
770,1.0,2,413500.0
2300,2.0,3,765000.0
3400,2.0,4,828200.0
900,1.0,2,205000.0
1450,1.0,3,465000.0
2240,2.0,4,556000.0
1780,2.0,4,540000.0
2320,2.0,4,423000.0
1590,1.0,3,375000.0
990,1.5,3,173250.0
2605,1.0,3,599900.0
2870,1.0,5,646000.0
5180,2.0,5,1075000.0
2180,1.0,4,558000.0
850,1.0,2,354000.0
4050,2.0,4,1195000.0
2250,1.5,4,670000.0
3100,3.0,6,1125000.0
1747,2.5,2,267500.0
2410,2.0,4,299800.0
2070,1.0,4,430000.0
1860,1.5,5,775000.0
950,1.0,3,333000.0
1060,1.0,3,336000.0
880,2.0,2,323000.0
2550,2.0,4,575000.0
1550,2.0,2,328000.0
1590,1.5,3,572500.0
1650,1.0,3,600000.0
2430,2.0,4,412000.0
1810,1.0,3,827500.0
2890,2.0,4,300000.0
1280,2.0,3,415000.0
3410,1.5,7,750000.0
2220,2.0,3,800000.0
1060,1.0,3,420000.0
1120,1.0,3,266000.0
2680,2.0,4,499000.0
1770,2.0,4,440000.0
2950,2.0,3,495000.0
1260,1.0,2,630000.0
1430,1.0,3,424000.0
2730,2.0,4,760000.0
3270,2.0,4,650000.0
1720,1.0,4,248500.0
1270,1.0,3,379600.0
3260,1.0,4,538000.0
2050,2.0,4,530000.0
2050,2.0,4,545000.0
3580,1.5,4,925000.0
1960,1.5,4,565000.0
840,1.0,2,405100.0
1300,1.0,3,502000.0
1260,2.0,3,425000.0
1650,2.0,3,233500.0
1710,2.0,3,287000.0
1180,1.0,3,190000.0
2780,2.0,3,666000.0
950,1.0,2,330000.0
3620,2.0,5,1490000.0
2140,2.0,3,393000.0
1920,1.0,4,353000.0
750,1.0,2,260000.0
2060,2.0,3,680000.0
2380,1.0,3,921000.0
750,1.0,2,319000.0
1160,1.0,3,280000.0
1050,1.0,3,220000.0
1740,1.0,3,219000.0
2050,1.0,4,528000.0
1980,1.0,3,405000.0
1690,2.0,3,372977.0
2320,1.5,4,934550.0
2480,2.0,3,1465000.0
2290,2.0,4,975000.0
3180,2.0,5,800866.0
3470,2.0,7,950000.0
1540,1.5,4,624000.0
2800,2.0,5,1850000.0
1050,1.0,3,310000.0
1480,1.0,3,315000.0
1010,1.0,3,675000.0
1660,1.0,3,490000.0
2760,1.0,5,600000.0
1040,1.0,2,154000.0
2220,2.0,4,480000.0
1270,1.0,3,196900.0
2960,2.0,3,735000.0
1330,1.0,3,205500.0
1210,2.0,2,357186.0
2120,2.0,4,275000.0
2090,1.0,3,248500.0
2680,2.0,3,350000.0
1790,1.0,4,390000.0
1950,1.0,3,390000.0
3740,1.5,5,660000.0
1140,1.0,3,310000.0
2480,2.0,3,717000.0
2580,1.0,5,260000.0
2290,1.0,3,745000.0
2320,1.0,4,470000.0
2530,2.0,3,429000.0
1400,1.0,4,220000.0
2060,2.0,3,497000.0
1640,1.5,3,716100.0
1960,1.5,4,371000.0
3000,1.0,5,379000.0
1320,1.0,3,937500.0
1760,1.5,4,720000.0
2130,2.0,3,616000.0
1390,1.0,3,259000.0
1400,1.5,3,538000.0
3230,1.5,3,605000.0
1110,1.0,3,369950.0
1670,2.0,3,310000.0
1540,1.0,3,227500.0
2090,1.0,4,274000.0
1410,1.0,3,410000.0
1370,1.0,3,354800.0
1910,1.0,4,650000.0
1678,1.0,3,353000.0
960,1.0,3,224975.0
2080,1.0,2,600000.0
1790,1.0,3,437500.0
2540,2.0,3,567000.0
1790,2.0,5,225000.0
940,1.0,2,255000.0
6810,2.5,5,2479000.0
900,1.0,2,370000.0
1900,1.0,4,675000.0
1440,1.0,3,285000.0
2070,1.0,3,310000.0
2240,1.0,4,475000.0
3320,2.0,4,410000.0
